Date,Open,High,Low,Close,Volume
2024-02-12 00:00:00+01:00,0.6147717237472534,0.6152294278144836,0.6121487021446228,0.6147717237472534,0
2024-02-13 00:00:00+01:00,0.6127901673316956,0.6130001544952393,0.6055688261985779,0.6127901673316956,0
2024-02-14 00:00:00+01:00,0.6057815551757812,0.6089800596237183,0.6052682399749756,0.6057815551757812,0
2024-02-15 00:00:00+01:00,0.609061598777771,0.612730085849762,0.6080912351608276,0.609061598777771,0
2024-02-16 00:00:00+01:00,0.6111199259757996,0.6121000051498413,0.6088502407073975,0.6111199259757996,0
2024-02-19 00:00:00+01:00,0.6135082244873047,0.6152597069740295,0.6133012771606445,0.6136400103569031,0
2024-02-20 00:00:00+01:00,0.6142581701278687,0.6190915107727051,0.6131583452224731,0.6142581701278687,0
2024-02-21 00:00:00+01:00,0.616819441318512,0.6197707056999207,0.6165798306465149,0.616819441318512,0
2024-02-22 00:00:00+01:00,0.6180316805839539,0.6218712329864502,0.6178216934204102,0.6180316805839539,0
2024-02-23 00:00:00+01:00,0.6195287704467773,0.621121883392334,0.6181501150131226,0.6195287704467773,0
2024-02-26 00:00:00+01:00,0.6185401678085327,0.6188501715660095,0.6163214445114136,0.6186893582344055,0
2024-02-27 00:00:00+01:00,0.6167091131210327,0.6177999377250671,0.6152294278144836,0.6167091131210327,0
2024-02-28 00:00:00+01:00,0.6170287728309631,0.6178101897239685,0.6082798838615417,0.6170287728309631,0
2024-02-29 00:00:00+01:00,0.6097100377082825,0.611149787902832,0.6077882051467896,0.6097100377082825,0
2024-03-01 00:00:00+01:00,0.6085797548294067,0.6111610531806946,0.6079914569854736,0.6085797548294067,0
2024-03-04 00:00:00+01:00,0.6103813648223877,0.611190915107727,0.6088984608650208,0.6103813648223877,0
2024-03-05 00:00:00+01:00,0.6096594333648682,0.6107317805290222,0.6071903705596924,0.6096594333648682,0
2024-03-06 00:00:00+01:00,0.6087798476219177,0.6143714189529419,0.6071092486381531,0.6087798476219177,0
2024-03-07 00:00:00+01:00,0.6127901673316956,0.6176385283470154,0.612778902053833,0.6127901673316956,0
2024-03-08 00:00:00+01:00,0.6178789138793945,0.6216315627098083,0.616389811038971,0.6178789138793945,0
2024-03-11 00:00:00+01:00,0.6179400086402893,0.618268609046936,0.6161201596260071,0.6179400086402893,0
2024-03-12 00:00:00+01:00,0.6170782446861267,0.618268609046936,0.6136813759803772,0.6170782446861267,0
2024-03-13 00:00:00+01:00,0.614960789680481,0.6169983148574829,0.6145904064178467,0.614960789680481,0
2024-03-14 00:00:00+01:00,0.6165000200271606,0.617550790309906,0.6123886704444885,0.6165000200271606,0
2024-03-15 00:00:00+01:00,0.6124786734580994,0.6124298572540283,0.6085612773895264,0.6124786734580994,0
2024-03-18 00:00:00+01:00,0.608698308467865,0.6100499629974365,0.6080901622772217,0.608698308467865,0
2024-03-19 00:00:00+01:00,0.6082687973976135,0.6082391738891602,0.6035112142562866,0.6082687973976135,0
2024-03-20 00:00:00+01:00,0.6048984527587891,0.6056385040283203,0.6025911569595337,0.6048984527587891,0
2024-03-21 00:00:00+01:00,0.6089614629745483,0.61080002784729,0.6044816374778748,0.6089614629745483,0
2024-03-22 00:00:00+01:00,0.6046388149261475,0.6052001118659973,0.5993910431861877,0.6046388149261475,0
2024-03-25 00:00:00+01:00,0.5990211963653564,0.6013084053993225,0.5987600684165955,0.5990211963653564,0
2024-03-26 00:00:00+01:00,0.6001608371734619,0.6031108498573303,0.5997001528739929,0.6001608371734619,0
2024-03-27 00:00:00+01:00,0.6007593870162964,0.6010807752609253,0.598899245262146,0.6007593870162964,0
2024-03-28 00:00:00+01:00,0.5992509126663208,0.6004095077514648,0.5957203507423401,0.5992509126663208,0
2024-03-29 00:00:00+01:00,0.5974700450897217,0.5991999506950378,0.5969700217247009,0.5974700450897217,0
2024-04-01 00:00:00+01:00,0.5986589789390564,0.5993191599845886,0.5940711498260498,0.5986589789390564,0
2024-04-02 00:00:00+01:00,0.5952416062355042,0.5973501801490784,0.5944207906723022,0.5952416062355042,0
2024-04-03 00:00:00+01:00,0.5969401001930237,0.5999999046325684,0.5953586101531982,0.5969401001930237,0
2024-04-04 00:00:00+01:00,0.6014711856842041,0.6045584082603455,0.6012903451919556,0.6014711856842041,0
2024-04-05 00:00:00+01:00,0.6027800440788269,0.6031108498573303,0.5986912250518799,0.6027800440788269,0
2024-04-08 00:00:00+01:00,0.6004491448402405,0.6039084792137146,0.6001500487327576,0.6004491448402405,0
2024-04-09 00:00:00+01:00,0.6034383773803711,0.6076700091362,0.6034711599349976,0.6034383773803711,0
2024-04-10 00:00:00+01:00,0.6067924499511719,0.6080025434494019,0.5977286100387573,0.6067924499511719,0
2024-04-11 00:00:00+01:00,0.5974607467651367,0.6014784574508667,0.5970184803009033,0.5974607467651367,0
2024-04-12 00:00:00+01:00,0.600121259689331,0.601059079170227,0.593630313873291,0.600121259689331,0
2024-04-15 00:00:00+01:00,0.594558596611023,0.5953692197799683,0.5913695693016052,0.594558596611023,0
2024-04-16 00:00:00+01:00,0.5902804136276245,0.5907407402992249,0.5874301791191101,0.5902804136276245,0
2024-04-17 00:00:00+01:00,0.5892091989517212,0.5917404890060425,0.5894002318382263,0.5892091989517212,0
2024-04-18 00:00:00+01:00,0.5912995934486389,0.5933485627174377,0.5907512307167053,0.5912995934486389,0
2024-04-19 00:00:00+01:00,0.5903501510620117,0.5905907154083252,0.5854800939559937,0.5903501510620117,0
2024-04-22 00:00:00+01:00,0.5899983644485474,0.5928912162780762,0.5895392298698425,0.5900297164916992,0
2024-04-23 00:00:00+01:00,0.5921199917793274,0.5947283506393433,0.5903501510620117,0.5921199917793274,0
2024-04-24 00:00:00+01:00,0.5936902165412903,0.595181405544281,0.5921188592910767,0.5936902165412903,0
2024-04-25 00:00:00+01:00,0.593591570854187,0.5964985489845276,0.5921083688735962,0.593591570854187,0
2024-04-26 00:00:00+01:00,0.5958410501480103,0.5969793200492859,0.5930002331733704,0.5958410501480103,0
2024-04-29 00:00:00+01:00,0.5947707891464233,0.5982793569564819,0.5943183302879333,0.5947707891464233,0
